var1	var2	var3	var4	class
121	-229	115	122	0
134	-59	97	130	1
63	-123	90	120	0
105	-139	90	98	0
100	-197	106	124	0
198	-100	71	59	1
85	-120	53	51	0
184	-80	71	74	1
169	-138	98	99	1
104	-142	74	90	0
61	-125	139	109	0
94	-125	125	115	0
175	-127	134	133	1
88	-152	140	112	0
79	-176	61	122	0
130	-70	68	59	1
97	-180	95	66	0
69	-132	88	64	0
118	-176	111	59	0
122	-95	87	81	1
167	-118	68	79	1
141	-118	76	116	1
90	-110	60	126	0
101	-172	130	71	0
125	-44	134	106	1
127	-165	60	91	0
168	-136	84	56	1
129	-99	68	52	1
78	-133	125	51	0
135	-209	118	142	0
109	-189	57	90	0
127	-140	116	125	0
189	-110	130	59	1
122	-53	95	94	1
175	-134	125	81	1
123	-96	94	85	1
160	-80	78	146	1
153	-172	128	125	1
124	-65	95	50	1
140	-96	107	135	1
148	-93	74	109	1
150	-69	72	148	1
149	-156	82	128	1
101	-121	59	100	0
178	-163	70	129	1
94	-136	145	62	0
100	-110	136	77	0
114	-160	60	60	0
158	-77	75	74	1
143	-103	69	103	1
144	-131	148	100	1
122	-167	109	133	0
140	-141	124	93	1
151	-159	132	114	1
159	-218	112	145	0
128	-91	129	128	1
130	-191	140	62	0
103	-107	64	68	0
69	-52	132	144	0
87	-150	82	62	0
150	-91	102	66	1
134	-148	125	139	0
138	-175	136	54	0
103	-151	78	53	0
82	-145	60	139	0
100	-134	77	98	0
82	-100	149	85	0
105	-135	54	93	0
183	-206	61	72	1
162	-100	110	113	1
143	-49	105	57	1
168	-89	96	84	1
57	-90	53	127	0
125	-62	97	63	1
145	-66	69	142	1
142	-66	83	102	1
135	-97	66	105	1
189	-119	113	115	1
132	-101	51	56	1
131	-40	59	98	1
89	-94	136	120	0
131	-102	143	97	1
193	-169	134	126	1
113	-193	60	89	0
117	-132	104	67	0
146	-140	126	132	0
147	-87	56	51	1
121	-79	76	113	1
112	-133	87	95	0
96	-118	129	82	0
74	-150	81	58	0
124	-143	71	74	0
151	-86	115	139	1
103	-172	122	51	0
126	-45	146	136	1
127	-202	67	140	0
66	-57	128	59	0
76	-95	109	143	0
132	-160	68	112	0
129	-191	106	106	1
120	-204	91	76	0
142	-93	146	85	1
158	-110	79	89	1
149	-102	126	105	1
87	-126	122	53	0
153	-147	136	125	1
57	-145	60	136	0
158	-70	124	53	1
181	-145	82	62	1
149	-174	107	72	1
92	-169	91	79	0
160	-164	120	79	1
97	-219	137	53	0
112	-130	146	68	0
65	-101	70	98	0
194	-125	144	107	1
93	-108	116	50	0
86	-140	148	98	0
74	-147	89	141	0
90	-129	103	129	0
145	-137	76	139	1
172	-78	146	52	1
110	-158	79	146	0
108	-155	73	138	0
121	-78	85	87	1
125	-94	128	101	1
133	-90	101	119	1
124	-49	111	91	1
137	-85	84	144	1
123	-148	139	118	0
190	-147	123	127	1
153	-134	78	70	1
187	-141	131	92	1
114	-129	52	91	0
173	-131	53	110	1
111	-191	106	146	0
100	-141	142	149	0
80	-110	121	121	0
119	-67	134	140	1
116	-170	131	114	0
161	-105	84	113	1
175	-30	147	124	1
141	-89	53	77	1
151	-109	111	98	1
164	-158	53	69	1
152	-109	61	149	1
133	-168	82	135	0
156	-129	100	149	1
81	-133	98	122	0
139	-203	73	145	0
85	-119	122	96	0
99	-134	119	83	0
150	-131	64	109	1
135	-57	132	117	1
89	-100	112	86	0
132	-132	61	135	0
80	-130	130	105	0
132	-100	134	148	1
88	-149	54	76	0
145	-98	69	102	1
159	-134	132	124	1
88	-122	99	142	0
86	-175	138	111	0
119	-177	78	107	0
148	-113	103	112	1
93	-137	51	50	0
151	-143	104	74	1
111	-182	147	116	0
164	-153	106	145	1
89	-84	131	102	0
96	-150	147	62	0
95	-180	91	98	0
138	-89	105	58	1
160	-124	64	108	1
144	-162	84	71	1
136	-60	106	65	1
121	-177	87	138	0
192	-164	119	117	1
202	-111	76	111	1
109	-155	114	51	0
150	-62	127	119	1
116	-146	72	72	0
153	-124	123	75	1
160	-137	117	69	1
56	-117	67	89	1
116	-163	130	125	0
143	-103	81	142	1
115	-114	52	56	0
111	-163	70	81	0
150	-22	53	58	1
136	-154	90	67	1
118	-93	146	98	1
180	-123	113	144	1
88	-119	58	54	0
131	-150	61	126	0
101	-113	99	111	0
185	-186	105	90	1
95	-142	68	119	0
142	-84	148	123	1
105	-152	67	76	0
142	-104	135	142	1
95	-105	84	113	0
108	-121	131	72	1
165	-110	75	84	1
126	-1	127	80	1
72	-98	129	108	0
117	-160	56	68	0
121	-179	58	129	0
121	-52	137	141	1
122	-134	114	81	0
90	-178	102	50	0
115	-47	75	109	1
106	-158	120	107	0
86	-83	111	131	0
161	-71	71	106	1
69	-140	107	137	0
126	-181	133	144	0
155	-126	124	92	1
131	-175	91	123	0
121	-187	95	57	0
103	-211	59	75	0
176	-106	108	113	1
110	-47	148	120	1
154	-142	99	138	1
104	-124	127	114	0
122	-96	125	70	1
155	-69	64	51	1
108	-83	64	148	0
136	-120	113	56	1
95	-178	122	63	0
157	-126	51	53	1
97	-147	77	86	0
132	-136	122	106	1
159	-90	94	106	1
136	-28	54	144	1
139	-84	61	101	1
134	-94	142	114	1
139	-92	88	68	1
83	-143	141	93	0
97	-211	130	148	0
84	-158	105	69	0
202	-231	73	93	1
142	-61	55	100	1
156	-78	145	55	1
159	-105	71	74	1
100	-160	63	85	0
145	-70	114	75	1
94	-88	55	92	0
78	-163	87	62	0
126	-145	123	59	0
203	-147	134	82	1
199	-193	90	132	1
129	-71	109	122	1
129	-25	145	73	1
135	-70	56	139	1
107	-181	104	80	0
111	-119	94	124	0
96	-200	80	148	0
101	-109	122	78	0
110	-126	112	111	0
83	-86	96	87	0
154	-117	95	61	1
102	-184	129	69	0
128	-114	110	145	1
101	-133	126	144	0
162	-107	133	80	1
148	-79	52	140	0
98	-201	82	125	0
134	-88	91	133	1
147	-83	126	137	1
109	-107	57	102	0
125	-35	52	120	1
151	-57	94	104	1
144	-220	79	135	0
168	-119	74	53	1
94	-160	71	101	0
90	-102	76	98	0
100	-124	71	97	0
143	-114	79	135	1
151	-101	63	91	1
105	-144	124	127	0
168	-67	113	149	1
140	-90	57	52	1
86	-163	113	79	0
90	-149	139	80	0
143	-114	105	126	1
94	-137	134	91	0
171	-115	56	130	1
81	-147	123	91	0
175	-131	110	134	1
99	-145	105	139	0
155	-78	81	117	1
158	-100	96	76	1
142	-139	146	116	1
116	-135	97	75	0
136	-83	96	139	1
91	-58	94	73	0
107	-118	131	68	0
157	-119	91	86	1
97	-122	101	66	0
147	-129	78	139	1
76	-137	138	54	0
91	-160	53	120	0
101	-189	88	133	0
107	-69	119	121	1
150	-52	54	112	1
150	-140	145	53	1
97	-171	66	75	0
137	-113	70	77	1
172	-104	147	100	1
100	-154	69	70	0
93	-181	146	105	0
171	-100	131	126	1
145	-18	147	84	1
182	-149	107	55	1
135	-178	85	70	0
75	-125	115	129	0
101	-75	147	120	0
190	-108	91	76	1
162	-121	70	69	1
124	-76	123	103	0
84	-131	124	149	0
150	-115	126	130	1
106	-172	83	75	0
100	-163	76	146	0
101	-119	105	51	0
127	-9	99	69	1
97	-166	118	142	0
94	-144	146	77	0
165	-135	58	106	1
150	-77	127	61	1
90	-131	120	140	0
124	-137	93	110	0
147	-211	57	78	0
91	-87	88	115	0
106	-140	118	146	0
108	-146	112	129	0
102	-142	59	136	0
152	-91	114	140	1
138	-80	86	69	1
137	-105	65	74	1
78	-94	115	148	0
181	-128	105	130	1
112	-145	134	144	0
139	-213	95	51	0
113	-40	105	116	1
106	-75	56	146	1
116	-69	59	146	1
166	-129	120	149	1
113	-175	116	68	0
168	-116	66	114	1
97	-130	86	84	0
122	-172	62	121	0
108	-163	51	101	0
126	-167	134	101	0
151	-111	99	149	1
114	-169	107	134	0
178	-156	147	112	1
144	-87	105	132	1
131	-78	117	114	1
186	-150	81	111	1
163	-134	131	70	1
62	-98	77	133	0
97	-143	86	51	0
173	-171	101	107	1
119	-189	128	61	0
116	-72	114	136	1
154	-114	84	113	1
140	-95	144	95	1
128	-104	116	108	1
161	-120	65	79	1
91	-151	123	57	0
174	-166	120	133	1
187	-125	106	99	1
198	-167	74	78	1
145	-54	52	99	0
149	-88	102	87	1
140	-109	131	138	1
94	-194	93	121	0
147	-89	146	59	1
108	-172	103	69	0
79	-112	55	71	0
121	-240	77	70	0
94	-118	80	76	0
175	-117	66	70	1
128	-101	82	70	1
118	-67	105	50	1
120	-163	141	74	0
108	-192	55	69	0
147	-111	111	131	1
153	-51	146	89	1
83	-126	52	95	0
102	-163	81	88	0
135	-80	51	51	1
106	-101	115	108	0
122	-208	51	140	0
75	-88	108	114	0
151	-73	89	127	1
116	-53	99	87	1
142	-92	77	84	1
83	-128	102	93	0
128	-172	112	76	0
175	-106	142	76	1
161	-76	148	92	1
100	-195	59	87	0
93	-80	83	146	0
145	-116	86	81	1
162	-133	106	121	1
94	-172	106	55	0
144	-108	123	70	1
141	-62	96	88	1
157	-61	59	116	1
94	-134	146	61	0
107	-194	74	148	0
113	-155	74	149	0
163	-162	87	103	1
141	-135	132	90	1
87	-144	142	137	0
126	-197	98	135	0
89	-134	124	50	0
130	-195	81	137	0
148	-80	122	107	1
150	-60	55	83	1
111	-57	120	82	1
150	-113	84	65	1
153	-91	89	57	1
146	-189	143	72	1
145	-105	83	137	1
154	-75	110	125	1
168	-87	95	128	1
105	-53	55	139	1
163	-111	139	105	1
74	-128	126	82	0
103	-147	87	78	0
76	-152	119	114	0
62	-93	112	98	0
160	-68	105	52	1
111	-144	75	67	0
199	-140	113	120	1
160	-138	146	111	1
193	-96	105	96	1
83	-124	53	123	0
177	-172	114	130	1
126	-111	64	76	1
139	-94	108	90	1
160	-150	74	58	1
121	-72	60	126	1
117	-166	95	130	0
149	-144	133	100	1
41	-44	119	125	0
115	-166	110	114	0
130	-190	123	108	0
103	-137	51	139	0
157	-112	101	99	1
152	-67	108	113	1
120	-42	55	110	1
95	-161	132	71	0
116	-11	65	141	1
102	-126	93	80	0
81	-161	99	91	0
58	-88	73	126	0
151	-132	126	57	1
150	-136	74	115	1
161	-118	132	107	1
99	-108	77	72	0
101	-131	133	145	0
138	-91	106	133	1
123	-97	102	65	1
154	-144	134	139	1
167	-67	118	116	1
69	-120	73	74	0
132	-134	81	131	0
106	-190	105	53	0
119	-85	88	142	1
176	-107	120	95	1
159	-149	68	104	1
119	-169	69	141	0
127	-203	62	116	0
155	-71	111	56	1
68	-115	140	54	0
180	-156	65	143	1
102	-179	109	53	0
97	-178	63	125	0
157	-93	89	123	1
101	-154	104	136	0
134	-166	96	88	0
144	-111	128	68	1
81	-89	78	107	0
140	-181	111	145	0
114	-116	145	137	0
127	-32	147	76	1
161	-89	102	84	1
95	-118	63	63	0
107	-196	103	95	0
66	-78	128	117	0
64	-143	122	134	0
136	-87	126	94	1
139	-61	128	147	1
127	-167	75	114	0
94	1	139	149	1
109	-225	103	124	0
100	-161	51	82	0
169	-119	127	130	1
109	-156	117	81	0
104	-147	83	138	0
182	-73	137	69	1
77	-103	109	136	0
177	-79	87	118	1
147	-137	74	147	1
169	-93	114	143	1
89	-146	144	73	0
110	-113	85	140	0
108	-145	122	96	0
159	-87	66	69	1
121	-74	128	115	1
149	-111	55	146	1
131	-91	112	95	1
130	-216	56	78	0
174	-117	54	83	1
83	-103	105	126	0
152	-69	127	117	1
136	-120	107	86	1
117	-171	91	72	0
146	-101	99	130	1
143	-84	97	69	1
95	-168	101	103	0
79	-162	94	100	0
102	-144	115	146	0
130	-46	97	113	1
115	-173	64	79	0
74	-222	149	51	0
70	-132	129	109	0
136	-103	106	142	1
121	-142	110	56	0
83	-108	135	58	0
169	-157	59	70	1
165	-102	111	51	1
136	-80	147	55	0
95	-137	105	71	0
92	-165	139	110	0
66	-113	60	54	0
176	-109	89	77	1
91	-80	74	61	0
170	-133	54	72	1
132	-161	110	94	0
118	-187	139	88	0
165	-119	111	136	1
110	-191	102	95	0
150	-123	87	60	1
169	-110	75	133	1
158	-105	79	135	1
170	-133	59	129	1
118	-183	137	118	0
106	-169	127	141	0
100	-153	146	133	0
97	-131	116	105	0
140	-117	133	114	1
68	-141	111	140	0
148	-134	52	59	1
96	-147	146	102	0
94	-137	87	56	0
97	-102	67	126	0
92	-144	64	104	0
142	-49	135	115	1
132	-194	130	138	0
122	-75	61	85	1
174	-143	92	53	1
153	-86	83	136	1
129	-76	107	117	1
73	-96	92	81	0
148	-85	148	72	1
156	-110	140	143	1
172	-135	85	124	1
117	-148	131	138	0
154	-107	143	63	1
163	-116	53	62	1
94	-165	139	65	0
156	-70	88	121	1
112	-153	109	68	0
131	-115	77	134	1
78	-116	111	145	0
78	-126	86	110	0
72	-124	147	55	0
120	-53	111	88	1
139	-37	64	128	1
84	-158	89	57	1
163	-117	133	148	1
103	-86	132	75	0
150	-127	110	130	1
132	-88	53	112	1
146	-103	93	125	1
91	-100	108	110	0
116	-244	99	64	0
131	-119	59	137	0
119	-232	60	63	0
81	-124	132	102	0
150	-129	145	83	1
160	-74	69	70	1
100	-163	145	91	0
107	-159	96	147	0
100	-224	139	55	0
119	-154	84	146	0
108	-151	50	63	0
133	-104	110	64	1
146	-149	143	52	1
123	-174	111	59	0
151	-57	126	133	1
99	-108	85	136	0
142	-76	85	78	1
140	-109	119	133	1
71	-83	77	125	0
101	-178	138	113	0
144	-112	143	81	1
141	-38	96	124	1
158	-105	105	121	1
145	-86	135	84	1
116	-174	67	137	0
103	-137	112	93	0
111	-138	147	73	0
133	-126	145	95	1
114	-146	134	132	0
148	-96	131	137	1
166	-156	74	54	1
87	-184	70	148	0
155	-138	138	101	1
124	-91	123	55	1
105	-74	74	119	1
92	-128	87	58	0
160	-94	126	94	1
99	-79	65	129	1
155	-80	140	51	1
100	-113	130	77	0
112	-153	123	81	0
99	-175	100	68	0
140	-127	61	119	1
112	-155	53	92	0
167	-133	118	51	1
181	-175	103	90	1
100	-162	143	51	0
134	-175	113	58	0
140	-89	77	65	1
136	-109	67	107	1
150	-86	144	105	1
168	-156	113	58	1
116	-175	144	85	0
102	-106	92	130	0
80	-117	89	147	0
79	-123	56	147	0
106	-135	57	138	0
75	-151	147	69	0
162	-121	148	129	1
63	-94	112	116	0
102	-11	125	95	1
126	-89	137	121	1
100	-175	137	78	0
123	-58	59	84	1
110	-168	53	72	0
151	-97	98	107	1
95	-151	122	135	0
209	-203	118	149	1
181	-135	77	77	1
163	-105	50	121	1
100	-118	87	136	0
101	-147	75	64	0
138	-107	87	146	1
109	-140	138	107	0
148	-99	106	116	1
151	-131	139	61	1
118	-59	109	85	1
143	-82	122	109	1
151	-212	123	138	0
144	-129	50	99	1
122	-154	110	92	0
113	-118	136	145	0
160	-159	109	73	1
104	-146	72	113	0
153	-124	65	61	1
164	-123	131	130	1
80	-189	143	89	0
170	-170	147	145	1
99	-138	110	81	0
139	-88	71	82	1
94	-155	55	59	0
157	-175	115	139	1
129	-82	119	65	1
140	-161	102	99	1
135	-151	113	68	1
133	-131	67	146	1
