age	media	food	transport	housing	pets
29	1581	3781	2017	5361	2250
31	2755	2988	3949	16401	0
35	3055	3018	4093	17484	1007
31	1073	4132	1973	4888	3080
41	3164	3166	3821	16633	0
25	972	1930	3557	4816	428
32	533	3762	2088	12413	1649
35	3077	3477	3926	13070	876
26	902	3921	1866	5584	1331
22	817	2059	3181	4311	1269
24	661	1709	2957	5035	280
33	3027	5931	5886	4533	0
40	2730	5883	4967	5309	0
30	2853	2525	4180	13850	697
34	2332	3279	4161	14017	505
31	1050	4194	1941	10725	2690
48	6523	2984	1962	10710	0
41	1085	1565	3918	4545	2416
30	1184	4531	1995	5012	2421
48	936	1967	3131	5365	3453
27	3049	3020	1864	5053	790
53	5935	2975	2146	10061	200
26	563	4103	2152	5337	2880
55	6280	2659	2128	10177	0
39	2719	5827	6948	5212	0
36	1046	3667	2059	13090	2080
30	2963	2874	1962	5836	551
30	1043	4084	1845	4903	2714
37	820	3867	1913	11511	2592
24	787	2425	2420	5185	722
21	1315	2226	2644	4900	0
30	2644	3615	2047	4595	348
31	2916	6392	6075	5166	1543
52	5314	3348	1872	9666	0
44	6577	3332	1964	10464	0
35	724	3526	1861	11075	3095
34	2517	6218	5738	4470	0
28	1581	4436	1997	5526	3025
42	912	1893	2649	4776	3470
40	3127	5808	6579	4848	1444
35	3118	6719	6201	4752	685
28	1214	3833	1956	4709	3075
29	2957	2644	2009	5118	575
50	1031	2280	3952	4902	3088
27	3079	3069	2151	5144	1249
31	2982	2522	2160	4147	273
30	2839	5509	6469	4855	0
49	1132	1942	2855	4865	3571
48	5481	3046	2089	8540	222
32	3037	2953	3812	13248	0
25	901	1709	2453	4753	1013
24	781	2114	2906	4882	634
30	1335	3777	2110	12775	3143
36	3142	2620	3644	14556	0
32	2455	3616	3972	16289	0
34	575	3861	2152	12210	2735
36	1059	3523	1980	12812	1770
34	747	4810	2155	11448	2813
34	3057	5705	7494	4886	382
37	2889	3089	4076	16056	272
24	1418	2411	3136	4137	0
36	962	1980	2575	5222	3887
31	794	2428	2743	5209	1132
38	1038	3984	1819	12057	1735
48	1264	2057	3747	5556	2601
45	5494	3720	2080	10844	242
29	3153	3231	2064	5211	0
51	6549	2767	1941	9965	276
38	2773	2981	3841	14654	0
23	1207	4273	1950	4514	1807
35	3106	6851	5819	4728	265
35	3425	2551	4139	13171	1174
41	6591	2834	1917	11295	202
31	1368	4194	1911	5067	2725
51	843	2168	2823	5387	3182
28	2991	2695	1953	4614	334
51	6401	3281	2015	9436	220
31	943	3786	2023	4974	1793
37	3084	3767	3262	15375	719
23	1111	2067	3285	5051	279
27	2842	2629	1804	5402	1079
49	6159	3343	2199	10098	0
52	7189	3690	2037	9605	214
33	1019	4001	2013	5448	1800
34	3138	6090	6013	5261	0
39	564	3900	1919	12290	1318
34	3423	5478	5741	4239	554
52	735	2112	3193	4593	3466
27	3719	3442	2041	4752	0
39	468	4053	1900	11727	1959
33	2797	5462	6037	4382	776
33	2662	6392	5920	4876	464
48	730	2208	2584	4713	2872
27	193	4246	1881	4685	1962
48	975	2117	2987	4967	2537
34	2976	5582	6376	5338	0
33	854	3061	1936	12987	2423
29	2614	6135	6021	4835	627
39	6300	2578	2081	10495	0
33	3123	2871	3854	15856	762
47	7109	3162	2130	9485	241
33	3123	2599	4118	21159	1398
42	881	2122	3909	5294	3253
28	3093	2790	2058	5312	669
33	3864	6279	4835	4893	218
27	2947	3126	2051	5082	571
46	1207	2237	2194	4703	2925
50	1046	2314	2449	4623	3734
25	813	2005	2896	4403	0
35	2992	3088	3512	12289	0
27	808	2019	3139	4788	1268
27	3135	3359	2125	4585	0
40	1105	4213	1866	11957	2384
25	2742	3211	1938	4648	0
39	1086	3686	1864	4851	2958
24	3232	3494	1975	5055	1178
30	1053	3837	2249	11424	2669
48	5710	3474	2088	10875	0
38	1934	4076	2056	11069	2320
34	3378	7148	6293	5603	417
42	5682	3003	2074	9504	250
25	3241	3509	2029	4505	1055
31	3049	6836	5869	4867	229
32	2903	3180	4402	12622	296
36	989	4350	2108	10429	3328
47	707	1985	3299	5068	2736
35	3176	3022	4154	15587	310
28	804	2094	2707	5447	0
35	3124	2987	3941	15004	0
35	2768	5388	5147	5462	440
34	787	3860	1908	12802	3047
35	2586	5682	4535	5437	214
39	2506	3247	3952	16613	0
49	1164	1804	2880	4828	2014
35	2832	2920	3789	15906	0
48	6627	3461	1869	8352	0
34	1314	3812	2065	12182	2595
33	3430	6000	6072	4557	1079
53	669	2288	2522	5464	3601
48	5945	2884	1916	11382	0
24	723	1960	3013	4797	644
32	913	3993	2172	4149	1794
43	6092	3000	2005	10542	0
57	750	2219	2661	5151	3265
23	1360	1715	3532	4640	1397
48	1256	1733	3220	5010	3482
38	3165	2589	3373	15798	298
50	1210	1803	3654	5550	2609
35	2530	5827	6335	5479	266
48	5789	2941	2025	10301	0
46	6964	3041	1981	11223	244
51	5590	2853	2005	10347	0
49	1382	1912	2956	5206	2830
27	2840	2655	2055	4539	711
25	740	1992	3336	4937	395
24	1267	1481	3614	4036	1133
54	1277	1734	3379	5103	3513
29	1016	3890	1941	6027	1919
52	5897	2789	1826	10986	0
53	755	2173	2691	5610	3723
25	729	2089	3245	4786	535
54	1174	1893	3503	4618	3204
34	3033	6080	6437	5093	434
36	757	3727	1896	12273	2747
39	1331	4246	1913	12042	2788
44	660	3864	2001	11498	2537
36	729	4729	2056	12329	2347
46	6876	3182	1919	10254	0
39	2918	2715	4131	13371	817
32	3222	6389	6419	5199	0
31	3283	2941	1978	4974	556
30	1259	3735	1980	4816	2672
34	1152	3771	2074	12216	2747
45	1119	4241	2140	11018	3231
52	4827	2552	2059	9080	248
34	1275	4409	2000	4914	2252
25	3160	2757	2278	5288	0
29	2948	5461	5699	5521	375
23	3065	3320	2001	5263	0
23	266	3814	1885	4314	2931
34	2640	5873	5283	5306	342
36	2845	2873	4532	13860	0
27	2383	3047	2054	4509	355
47	972	1961	3374	4614	3259
48	6253	3016	1983	10057	326
21	2899	3047	2002	5041	313
39	2934	3108	3695	15108	297
50	1173	1948	2661	4989	2445
50	7004	3313	1932	9039	0
29	662	3586	1923	4856	2409
25	2903	3150	2009	5223	993
40	742	4002	2096	12216	1709
36	718	4671	1873	11993	2173
40	663	3721	2063	12143	2621
29	1044	4074	1945	5002	1847
33	2992	3103	4373	13924	0
42	784	2139	2791	5375	2651
28	1558	3545	2042	4669	2822
55	5148	3142	1966	11813	225
29	3204	3078	2179	4833	0
48	6894	3294	2105	8410	313
42	6340	3146	1882	10199	226
48	6539	2970	2042	9649	0
24	876	3733	2114	5221	2745
35	1398	3588	1985	12578	3077
35	1284	4121	1822	11177	3158
25	952	3627	2087	4958	3461
27	2705	3013	1952	4886	903
31	2897	2808	1996	4698	720
27	2940	3696	2022	4867	933
44	6393	3107	2006	10389	269
25	1045	1864	3208	4788	413
22	1114	4124	2063	4894	3504
34	2785	2695	4493	18133	1000
49	1146	1932	3485	4777	2992
34	2913	5411	5808	4456	503
48	743	2154	2381	6110	2293
46	738	2234	3159	5714	2479
28	1278	4264	2039	5330	1681
23	915	2169	2503	4387	264
50	573	2111	2959	4860	3560
42	943	2112	2628	4829	2988
44	6001	2990	2129	10468	0
34	1477	3802	2061	11905	2163
37	3001	5469	6768	5028	229
50	6521	3013	1994	11204	347
25	3086	3002	1854	4807	568
34	2832	6743	6753	5343	891
44	921	2118	2881	4983	3502
24	862	1878	2783	5190	831
40	1073	3968	1923	11753	2280
23	2988	3299	2083	5011	605
24	912	1646	3344	4444	711
31	784	4123	1973	11429	2576
36	903	4146	2145	12329	2867
28	3070	3141	2181	4652	0
29	3308	2715	1918	4847	0
34	2913	4872	5693	4579	415
36	2908	6838	5535	5560	1170
23	829	1859	3177	4834	0
32	698	4228	2054	10603	2379
26	581	2226	3357	5480	351
36	2659	3346	3598	15743	0
48	1115	2090	3132	5239	1915
24	1185	1855	3054	4438	809
25	947	3888	2042	5221	2497
25	1162	1991	3048	5458	0
44	1145	2000	2132	5079	2705
27	2494	2683	2075	5507	0
23	1139	1773	2870	5311	0
30	2565	5598	6276	4836	0
25	2917	3652	1942	5705	1093
29	2813	2967	2000	4749	0
24	1249	1942	3579	5329	1409
48	1311	1718	2677	4885	3022
35	1405	3922	1848	5279	2712
58	4780	3674	2180	7971	0
34	2591	5987	6730	5561	1033
36	3185	5643	5667	5211	693
26	3308	3127	2123	5081	988
24	898	3715	1965	5095	1718
28	2392	3185	1997	4694	1223
27	404	3822	2022	5753	1807
54	4803	3071	1965	10334	0
27	2759	3429	2054	5275	0
36	324	3985	2061	12135	2046
35	2588	5667	5663	4768	1163
38	1023	4014	1980	10730	3108
48	6051	2924	1924	8809	0
48	872	2048	2538	5805	3047
23	422	4183	1962	4498	2568
45	6273	3229	1983	9038	308
35	3372	2963	4139	17589	895
33	566	3808	2035	5398	2465
24	2793	2994	1993	5181	227
32	2717	6289	5571	5502	764
47	1155	2077	2572	5403	1995
53	6310	3587	2184	11355	232
22	1138	2315	3508	4961	318
23	523	2222	3230	4671	991
36	2927	6152	4794	4698	892
55	5915	2493	1894	9315	0
25	3571	5497	6235	5000	1314
35	3004	2646	3637	15004	515
26	1255	1880	3326	5055	0
34	2380	2872	4043	15882	1548
29	3276	2800	1711	5523	489
22	1480	4040	1881	5022	2784
41	2867	2843	4206	15055	0
27	3532	2617	1948	5010	721
28	3264	2420	1964	4991	0
29	530	4089	1947	4860	1415
33	2862	2857	3533	11166	779
31	834	3733	1789	5245	3124
23	2417	2953	1900	5627	0
22	1362	1851	2785	4800	916
40	2733	3156	3962	14948	557
34	2724	5373	6276	5867	229
24	1073	1827	2829	5082	803
48	811	2034	3307	5172	3053
32	3002	6086	5930	5230	354
46	1175	2006	2776	4943	3343
27	2880	3048	2007	5162	0
51	6789	3061	1888	8322	0
29	753	4443	2006	5197	2179
40	3011	2679	4129	16625	0
34	2848	5790	7160	5028	0
32	3176	5160	6057	4853	908
28	885	4325	2121	4461	2983
27	2948	2773	1848	4910	647
53	1216	2055	3034	4974	2903
31	3419	3320	4177	15292	0
30	3079	5986	4187	5628	1268
37	2930	3284	3876	14084	798
30	543	3369	1974	5699	2304
35	2765	2407	3890	12955	706
27	2793	2849	1965	5192	940
28	1072	3565	2043	4567	3537
41	636	4424	2083	12659	1757
52	6480	2754	2065	10458	0
35	1087	4090	2000	4602	2227
22	3081	3054	2120	5026	1141
26	2559	2723	1990	4997	332
34	1395	3885	1973	5250	1875
41	3070	3341	4056	13977	289
30	594	4104	2246	4502	2507
34	3120	5359	7222	4708	1042
35	3446	3109	3652	13453	701
50	1224	2112	2651	5726	3154
29	1759	3903	1976	4828	2363
24	837	2173	3043	4844	1275
27	3224	3091	1942	5273	575
37	3194	5702	8057	4636	487
43	1046	1820	3210	5459	3206
32	3106	3152	3743	17887	897
32	882	4253	1894	4685	2190
48	5381	3086	1980	8651	310
38	1041	4024	1952	13115	2644
51	5839	3198	2186	10743	200
25	1120	1980	2605	5711	0
29	835	3585	2104	5970	2979
46	6636	2922	1900	9619	318
25	2825	3166	1930	5307	641
24	1142	1722	3550	4843	0
25	3361	3000	2213	5119	0
34	2833	5852	5759	5407	632
51	5721	2749	2051	10560	0
33	2788	3093	2021	4735	0
31	1064	4400	2085	4822	1879
32	686	4194	1970	11938	1663
25	946	2091	2616	5345	0
23	871	1828	2783	4872	337
37	1249	3581	1939	11560	3029
40	3023	2609	3759	13781	471
53	4656	3235	2051	9772	0
24	667	2065	2521	5275	1170
30	1182	4160	2047	4964	2563
48	1021	1781	2917	5800	2581
53	1051	2019	3339	4574	3320
37	2816	5714	4876	4269	0
38	3152	3324	3788	15185	0
37	541	4081	2013	11807	3296
39	1178	4076	2086	12053	2703
29	553	3751	2046	5289	2286
38	3014	6237	5789	4941	406
32	964	4096	2171	5229	2792
48	5822	2968	2122	9142	0
51	6213	3080	2089	12469	226
34	2775	6992	6060	5470	0
36	1040	4100	2072	11107	2425
36	1094	4028	1867	12304	2164
38	1221	4444	2063	11493	1915
46	6238	2978	1950	9838	213
27	706	4166	2037	4412	2556
29	1324	3594	1938	5208	2444
31	469	3615	2000	4960	2095
27	3396	3115	2003	4366	810
48	5850	2996	1813	9616	0
34	1080	3456	2159	11466	2314
46	790	2171	2400	4545	3981
48	6858	3271	2332	10671	233
30	874	3644	2039	5010	2193
48	6015	2720	2004	10477	0
36	868	3870	2034	4046	2813
23	1276	1798	3358	4885	300
25	809	1600	2899	5315	585
39	969	4226	2077	12047	2546
45	6496	3001	1957	9521	0
30	1366	4000	1928	4594	2667
30	665	4137	1790	5027	1733
41	1200	2188	2770	4521	2854
31	3144	2833	2067	5204	1211
46	5832	2688	2010	10110	387
39	936	4294	2135	12325	2204
33	2814	3051	4201	14515	532
30	3318	3218	1967	5186	218
40	3095	3350	4020	17481	0
35	3320	5289	6879	5544	1343
48	6712	3095	1980	9144	0
36	1245	3953	1934	12017	2564
21	1225	3791	1959	4714	3593
27	2847	3026	1918	4799	0
33	2909	2614	3976	13793	779
30	984	4079	1914	4927	2716
47	1101	2111	3280	5893	3313
37	1436	3934	1987	10833	1689
24	1507	2111	3370	4849	296
23	1176	2063	2876	5343	531
39	1638	3802	1984	11162	3084
31	2810	2691	1925	4867	361
39	1157	4092	1915	11782	2459
33	2596	3040	3943	16920	874
39	2805	2861	3852	17088	0
26	1162	1986	3200	5325	0
31	3050	2871	4038	15528	0
51	610	2026	2195	4918	2804
52	1078	2161	3327	4499	4170
42	2354	2790	3890	17661	0
34	1314	3669	1849	12047	2234
24	804	2206	1829	5135	1021
35	3274	5418	5223	5056	506
40	677	4333	1930	10644	2885
38	3202	6076	6044	4564	0
45	6904	2727	1828	9229	0
48	6759	3165	1990	10146	0
33	631	4211	1947	11309	2648
29	831	3685	1967	4118	2816
48	569	1932	3240	4836	2773
22	963	1893	3296	4966	680
35	2835	5708	5528	5145	0
27	3009	3155	2170	4778	492
37	869	3759	1896	5431	2056
27	2905	3105	1953	4649	0
34	2869	6191	6532	4939	967
23	1252	1593	3187	4880	479
31	2959	6559	6621	4891	572
37	3011	3765	3914	15459	1044
34	3746	6215	5680	4639	872
37	822	4498	1833	12492	2286
26	908	1958	2670	5069	220
34	681	3912	2024	5059	2770
36	978	3883	1939	11058	2988
35	844	4225	2088	12907	1987
28	3076	2612	1855	4771	1296
24	888	2123	3425	5105	853
28	1357	3919	2189	5301	3526
53	5770	3080	1964	9758	362
27	2951	2705	2057	4993	845
29	1377	4203	1982	5130	2574
44	901	2190	2534	4961	3186
39	706	4250	2052	12164	2295
43	1144	4469	2204	14396	2298
30	1197	4061	2053	11787	3098
34	2968	5867	5773	5246	1012
42	1241	2078	3170	5026	2830
28	3074	2366	2029	4955	965
36	1126	4213	2019	11253	2583
46	5713	3416	1963	10101	0
34	1515	3169	2015	12041	2587
32	2944	5433	5710	5433	1333
30	1249	3972	1894	4899	3496
26	3311	2580	2193	4755	0
53	6833	2590	1956	10714	333
27	2477	2518	2049	5467	695
54	1277	2114	2541	5303	2287
38	5541	2755	2096	9996	0
20	1216	4010	1917	4972	2416
35	997	4123	1802	4970	2369
27	2991	2991	2015	4726	0
37	3279	2854	4153	13987	412
37	3460	6010	6725	4628	707
25	3284	3007	2088	5172	0
34	3118	6367	6576	5062	0
33	1118	3432	1992	4532	2815
42	560	3711	2104	12099	3218
36	385	4420	2238	13130	2837
42	6600	3010	2006	10288	202
31	3092	2808	3598	12924	1065
25	949	1497	3179	4743	0
46	1134	2150	2809	5209	3192
33	3085	3122	4007	14675	0
45	1100	2499	2979	5478	3380
25	1144	2044	3127	4536	0
47	6482	3072	1980	9735	379
25	3123	3872	2255	4911	457
45	840	2022	2794	5957	2767
34	3093	3072	3887	17656	0
43	1401	3973	1996	11703	2071
51	1065	2160	3595	4717	2274
47	6245	2796	2000	8809	0
40	567	3644	1895	13936	2540
36	877	3704	2018	12584	2805
24	946	1762	2529	5553	716
49	901	2016	2733	4943	2920
31	1373	3197	2102	5027	1368
39	901	3986	1899	12097	2702
31	2930	6812	5149	5399	1006
37	1306	3764	2044	12025	3044
31	1144	4102	2086	12724	2437
48	5569	2831	1965	8618	206
23	1295	2069	3039	4736	996
52	5937	3114	1968	9203	335
45	1017	1777	3028	5470	3430
40	5963	3153	1920	10083	228
34	675	3997	2042	4746	1980
24	890	1866	3112	5275	722
34	3466	6447	5318	5320	0
44	6345	2598	1992	8544	0
50	6209	3426	1862	11346	0
26	665	1741	3390	4744	937
48	5769	2563	1836	10188	0
31	2867	2283	1975	4844	0
28	1283	3726	2040	4741	2555
47	1466	1841	2534	5049	3276
42	5659	3481	1858	9294	200
21	715	1667	3340	4436	703
42	1968	4244	1987	12059	2240
25	964	1990	3220	4773	0
29	387	4368	1931	5358	1474
24	939	1810	3277	5365	0
29	3079	3033	2211	5907	615
33	2643	6494	6329	5296	352
42	1227	4027	2000	12552	2941
45	956	2083	3630	4678	3147
32	1299	4275	2043	5082	2554
49	965	1872	2762	5047	2173
56	5706	3304	1967	10466	0
48	1289	1781	2773	5221	2436
48	1203	1897	2874	4967	3246
28	2606	2707	2008	5708	399
38	923	4369	1839	12680	2700
35	2725	2849	4232	16387	763
52	6533	2844	2116	9668	223
33	2992	6645	4763	4849	0
30	2345	2979	1935	4515	273
48	5519	2433	2017	9405	0
29	1248	3339	1773	5516	2403
25	3104	3505	2149	5561	519
27	3181	3004	2077	4866	232
28	1001	1879	2592	5422	204
39	3172	5898	6613	4934	1101
22	961	1756	2053	4061	873
49	5678	2778	2057	10950	0
46	1121	1521	2988	4923	2720
34	2900	6445	5834	5273	0
21	1434	1963	2805	5115	1371
48	5917	2758	2065	11308	273
35	3092	6131	6361	4989	1401
38	775	3604	2004	11988	3140
36	2890	3637	4238	17098	833
44	1000	1977	3079	4896	3394
34	2886	6458	4806	4861	1190
31	1181	4230	1892	5280	2618
25	1036	2025	2765	5213	499
36	3499	7221	6916	4581	758
38	1381	3433	2148	11851	3200
33	3147	6810	6143	5716	718
26	3465	2842	2063	4800	0
34	3518	3005	4586	17143	0
33	3145	5413	6092	4785	352
48	1073	1838	2618	5569	2720
33	3261	5595	6249	4982	957
24	2659	3230	1989	4545	0
53	1107	1903	2577	5117	1842
34	1305	3896	1879	5490	2758
38	847	4333	2111	12049	2634
32	906	4236	1989	11878	2330
34	2677	6249	5202	5281	952
48	5728	3243	2061	9936	237
34	3008	6035	6200	4433	821
31	1422	4240	1981	4706	2633
26	1211	2148	3221	5896	267
38	2813	5687	6138	4952	0
50	4913	2984	1945	11509	248
60	549	1794	3766	4430	2464
48	1351	1810	2651	5368	3179
48	6569	2552	1948	9697	0
47	5622	2907	2170	10404	0
37	3255	3107	3999	17418	1010
25	2462	2502	2020	5438	0
40	865	1924	3832	4953	2474
37	3114	3197	5031	15378	1516
25	984	2379	3063	5201	482
24	2952	2557	2114	5076	0
43	819	1916	3411	4150	3202
26	3347	2850	2079	4544	0
43	5117	2782	2167	9583	0
22	1074	1970	3015	4719	1362
34	3408	2838	3938	11852	754
49	5888	3110	2013	9969	0
38	3103	2857	3968	15940	582
50	6091	2595	2010	10327	212
24	1065	2338	3463	5438	380
30	1239	4502	2165	10852	2276
47	5916	3161	2120	9964	210
35	2523	5468	6303	4778	972
48	6367	3062	1856	8116	378
32	1677	4597	2082	4662	3340
35	2494	6043	6291	5211	814
37	3113	2927	3949	16804	0
34	2644	6077	6758	5057	962
35	2396	3287	3996	16949	681
36	803	4091	2015	11212	2743
25	937	4178	1927	5070	2334
35	919	4771	1955	10866	3582
37	694	3866	2016	12278	2042
40	3072	6332	6103	5232	670
29	3117	2159	1893	5075	0
29	809	3902	2106	5222	2280
47	694	1745	2579	4984	3432
44	4977	2821	2103	10135	0
41	7500	2863	2258	11317	215
31	3052	6026	6061	5468	1081
36	3310	6294	6430	5252	857
26	1117	2126	2864	4811	313
44	1144	2130	3392	5277	3644
34	2689	5195	6409	4853	0
30	1362	3543	2008	6052	2299
25	851	1841	3268	4213	0
47	991	1900	2307	4966	3477
41	2881	3115	3760	16603	387
22	3306	2939	1968	4656	578
45	8002	2779	2039	9081	272
34	3499	6610	5571	4605	660
37	3105	2911	3479	16908	603
28	3165	2730	2055	4289	700
52	6145	3363	2019	10220	267
24	850	1767	3261	5317	721
36	3144	3255	3978	17926	543
26	1062	1676	3634	4608	0
55	705	1465	3425	4596	3083
28	3189	5816	6110	5252	786
49	6145	2372	2014	8553	320
43	6017	3098	1819	9865	315
27	1053	2195	2947	4463	1383
22	786	2054	2707	4400	1547
35	3090	5917	5460	5600	329
34	2800	5746	5288	5272	892
24	1329	2215	3295	5180	829
40	2489	3167	4159	13440	619
35	3410	3040	4629	16615	1063
30	1103	4677	2149	5676	2727
23	800	1791	2745	4265	473
23	1170	2112	3197	5109	508
35	3078	3516	4296	14141	423
26	925	3536	1893	4487	2778
27	999	4242	1898	5188	2655
48	6291	2965	1938	8852	403
35	3026	3270	3716	15701	854
47	888	2104	2653	5231	2628
34	2799	6232	7086	4863	1240
45	5144	2911	1936	10890	0
34	2526	5672	5207	4788	489
27	2995	3476	2029	4631	333
23	998	2165	2914	5253	585
30	2228	5663	5784	4554	662
34	3018	6514	6333	4696	613
24	1053	1870	2634	4556	1572
48	951	1832	3518	5019	3316
40	3356	3043	3596	14808	545
24	3131	2982	1964	5025	1003
29	1299	4058	1948	5570	3342
27	3065	3365	2260	4936	658
35	790	3970	1988	10559	3232
33	789	4258	2180	12653	2647
29	2719	5994	6462	5448	855
28	3363	3012	1811	5168	448
28	3388	2856	2076	5171	270
25	1000	2200	3663	5750	400
27	3452	2631	2083	4999	1177
19	1146	2121	3751	4629	391
24	2961	3008	2139	5329	493
35	2686	2696	3825	17659	882
27	1000	4263	1964	4800	3284
32	3128	6589	6298	5577	372
44	842	1907	3198	5350	1862
32	3258	5117	7015	4560	319
35	2496	2681	3446	11268	226
33	2888	6223	6313	4965	399
31	1098	4737	1976	5314	1794
33	1608	4136	2088	4670	3471
48	5807	2510	1999	9891	0
46	840	2133	2559	5369	3313
54	994	2171	2879	5355	3633
27	917	4450	2061	4953	2423
37	894	3827	2051	11114	1963
23	761	4030	2115	4854	2909
36	762	3329	1800	11372	2144
46	6273	3008	1977	9856	0
34	2680	6016	7055	4537	229
33	3027	5619	6045	5073	891
33	2892	5479	5986	4801	0
48	1007	1751	1882	4580	3584
35	3406	3327	4263	15109	520
34	1226	4013	1956	5362	2460
34	2421	5574	6606	4747	0
51	1286	1767	4040	5385	2960
24	3767	3660	1889	4694	0
29	1486	3578	1934	5006	2548
22	3238	2906	2023	4783	474
21	1088	4358	1952	4878	1493
49	5510	3750	1858	9355	0
35	3347	2650	4644	13145	368
26	760	1807	2796	5325	1087
48	6008	3172	2046	11222	348
35	3021	5476	6038	5012	763
34	2541	5911	7064	4399	0
31	1115	3909	1920	11606	2276
23	1197	2177	2848	4530	0
37	3225	3123	4360	14265	492
37	1098	4003	1979	5329	3493
24	653	2351	2975	5040	0
25	3383	3230	2005	5837	283
23	1111	2221	3542	5678	955
35	2712	3213	4267	19391	0
32	2598	2997	2137	5503	921
31	3002	2936	1989	5543	0
32	3027	5371	6899	5071	313
34	843	3826	1941	11380	1073
51	6559	3038	1973	9958	289
51	6608	2807	2125	9986	0
27	2583	3297	1907	5244	826
24	1083	1927	2741	5252	0
25	763	1662	3191	4783	920
30	983	4017	2067	5337	2646
37	3227	2976	4239	12749	0
51	798	2563	3075	4816	2918
35	3350	3201	3766	18655	0
33	2688	2430	4162	16245	414
27	1006	3774	2049	5060	2704
25	2703	2947	1943	5589	305
36	2827	5358	5541	4880	1140
29	1468	3609	1984	11698	2152
40	2995	6300	5540	4758	0
32	3783	2775	3626	14477	988
45	1105	2179	2675	5032	3009
27	1045	4299	1982	5221	1630
32	939	4274	2185	5060	2536
35	957	4184	1811	4935	1267
24	1408	1598	3161	4651	532
27	1253	2265	3537	5206	669
34	2521	5594	5543	5293	608
30	3178	2883	2102	4805	313
56	5834	3210	1956	9878	317
24	724	2510	3838	4464	0
33	2995	6119	6110	4968	654
34	3407	6392	5677	4620	217
22	1172	1936	3316	5081	1415
35	2765	2849	4111	16824	505
36	2778	3479	3967	15635	213
35	2781	2462	3696	14596	569
35	3326	3210	4163	13905	543
38	2900	3306	3956	18931	439
33	638	3916	1935	12251	2826
33	2505	2400	4151	15253	529
32	3397	5920	6720	5635	276
36	3272	3688	3948	16240	0
22	1081	1806	3523	5154	651
25	942	2329	3264	5302	759
44	724	1894	2860	4698	2858
34	2806	6231	6328	5381	0
54	5836	3286	2065	11458	0
37	3025	2670	3819	16947	232
34	3369	3005	1874	4727	1322
24	898	2055	2510	5255	729
35	3059	2900	4108	15570	1296
35	3066	5527	5408	5446	232
54	818	2009	2457	4985	3310
34	2869	2259	4076	14661	0
38	1394	3680	2073	11887	3164
41	658	3810	2130	13338	2399
30	3181	2669	1849	4897	0
45	6316	3323	1950	11005	0
35	3008	2985	3507	15828	1568
19	1030	3809	2054	5620	2726
29	2911	3283	2010	4321	470
32	2900	2857	3825	16967	711
30	770	4460	2186	5501	3923
23	1083	2073	2832	4862	0
35	1221	3880	1891	13194	1846
43	1566	4247	2011	11423	3019
44	6702	2963	2174	8131	0
51	749	1843	2556	4978	2474
51	923	1896	2736	4577	2588
24	1119	1948	2388	4537	778
38	3326	3051	4313	13623	0
44	893	1977	3167	4707	3298
30	3021	5971	6681	5076	545
36	1159	4405	1984	13133	1935
24	710	1994	3571	4185	418
51	6599	2407	1940	9913	0
35	2903	2777	3521	15031	1300
48	958	2425	3550	4423	3006
29	946	3589	1938	4791	3184
25	899	4011	2164	4873	2838
21	3092	3092	2102	5043	542
24	923	2245	3368	5431	984
41	982	3885	2150	12559	3340
33	3070	6477	6110	4707	0
32	3078	3186	2025	4635	0
41	1157	4029	1928	13311	1623
32	459	3357	1994	5218	1592
28	932	3830	2165	4951	2648
47	5826	3075	1953	10997	210
22	794	1739	3092	5506	403
36	431	3917	1973	11609	1162
47	959	2079	3454	5649	2015
32	2877	3078	4215	14524	674
33	3203	6233	5778	5082	0
30	1092	3653	1888	4897	3425
46	6644	2867	2044	10470	0
35	3408	3149	3738	17337	368
47	6094	3198	1969	11128	227
38	1042	4142	2039	12090	2738
34	2694	6073	6057	5745	376
24	2746	2813	2100	5701	546
36	2635	2613	3504	15939	0
39	772	4042	1848	12065	3735
31	390	4193	2000	4991	2136
36	1327	3851	2165	13418	2643
45	1200	1851	3073	5044	2894
28	3260	2708	1958	5309	462
26	3325	2874	1882	5026	908
36	1093	4348	2078	12489	2151
53	5922	2961	1990	9447	0
38	2613	2671	4084	17737	0
45	968	1933	3641	5922	2643
39	2527	5854	6245	4908	897
50	5866	3023	1986	10394	248
53	6078	3130	1955	11605	264
28	507	4041	2021	4713	2052
31	3005	5925	5007	4705	654
34	914	4149	1885	11777	2317
45	897	1736	2428	4281	2920
37	3166	3151	3931	16320	1575
48	7490	3320	2115	9939	0
49	1192	2270	2791	4566	3052
29	3051	3077	1834	5647	1055
47	5730	3425	1901	10459	318
29	2528	2489	1912	4832	965
31	3690	6313	5767	5052	832
24	1116	2046	3399	4793	458
36	811	4088	1904	11497	1796
29	2666	6430	6567	4939	835
24	843	1976	3361	5534	433
24	1053	2153	2772	4956	1665
30	1106	3929	2158	12606	2179
49	1003	1613	3492	4377	3235
34	3403	6299	6378	5090	572
50	6248	3110	1973	10687	260
34	2906	2542	3863	15748	754
47	748	1648	2958	5178	2818
29	920	4815	1916	5204	2726
37	859	4140	1831	11803	2260
24	889	1703	3014	4976	0
35	849	3908	1941	11498	2253
25	926	1951	3445	5151	903
24	554	2484	2767	5554	915
40	2680	2705	3637	12279	617
46	4980	3018	2045	11367	286
48	5802	2913	1750	8929	241
22	1102	1852	3274	5107	1229
25	1196	1925	3444	5007	729
